objectid,stationcode,sampledate,fieldreplicate,sampletypecode,fieldsampleid,labsampleid,labbatch,analysisdate,labreplicate,matrixname,methodname,analytename,fractionname,unit,dilfactor,result,resqualcode,mdl,rl,qacode,expectedvalue,labagencycode,labresultcomments,globalid,created_user,created_date,last_edited_user,last_edited_date,login_email,login_agency,login_owner,login_year,login_project,lastchangedate,submissionid
15477,LABQA,2020-06-18T07:00:00Z,1,LabBlank,W0F1171-BLK1,W0F1171-BL1,W0F1171,2020-06-18T17:59:00Z,1,labwater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,-88.0,ND,0.56,5,None,-88,WKL,"""None"" 01/Jan/1950 00:00",{BF3CC2C1-01B0-43AF-A0C0-4478D43C4EB3},checker,2020-08-13T17:51:23Z,checker,2020-08-13T17:51:23Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2020,SMC,NA,NA
15478,000NONPJ,2020-06-18T07:00:00Z,1,Grab,0F01014-01,0F01014-01,W0F1171,2020-06-18T18:32:00Z,1,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,149.0,=,0.56,5,None,-88,WKL,"""None"" 01/Jan/1950 00:00",{243C03F6-D294-46AE-B158-747BA95C7D68},checker,2020-08-13T17:51:23Z,checker,2020-08-13T17:51:23Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2020,SMC,NA,NA
15479,403M01629,2020-06-15T07:00:00Z,1,Grab,403M01629,0F16049-01,W0F1171,2020-06-18T21:05:00Z,1,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,200.0,=,0.56,5,None,-88,WKL,"""None"" 01/Jan/1950 00:00",{973F2A98-EE9D-478F-9E8A-0732C655E4E9},checker,2020-08-13T17:51:23Z,checker,2020-08-13T17:51:23Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2020,SMC,NA,NA
15480,ME-SCR2,2020-06-15T07:00:00Z,1,Grab,ME-SCR2,0F16049-02,W0F1171,2020-06-18T21:13:00Z,1,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,230.0,=,0.56,5,None,-88,WKL,"""None"" 01/Jan/1950 00:00",{90E6DF63-7A86-416C-9E85-E787E064EF78},checker,2020-08-13T17:51:23Z,checker,2020-08-13T17:51:23Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2020,SMC,NA,NA
15481,000NONPJ,2020-06-18T07:00:00Z,1,Grab,0F01014-01,W0F1171-DU1,W0F1171,2020-06-18T18:32:00Z,2,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,153.0,=,0.56,5,None,-88,WKL,"RPD 3, ""None"" 01/Jan/1950 00:00",{A21A1191-B657-4014-A127-45A77B2A910B},checker,2020-08-13T17:51:23Z,checker,2020-08-13T17:51:23Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2020,SMC,NA,NA
15482,LABQA,2020-06-18T07:00:00Z,1,LCS,W0F1171-BS1,W0F1171-BS1,W0F1171,2020-06-18T18:08:00Z,1,labwater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,245.0,=,0.56,5,None,250,WKL,"PR 98, ""None"" 01/Jan/1950 00:00",{10706D8A-F67E-45D4-83DD-5CE3424B5CE3},checker,2020-08-13T17:51:23Z,checker,2020-08-13T17:51:23Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2020,SMC,NA,NA
15876,LABQA,2020-06-23T07:00:00Z,1,LabBlank,W0F1397-BLK1,W0F1397-BL1,W0F1397,2020-06-23T16:52:00Z,1,labwater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,-88.0,ND,0.56,5,None,-88,WKL,"""None"" 01/Jan/1950 00:00",{8E949BFB-188B-4982-8693-17FA5CAFD8EC},checker,2020-08-13T17:51:23Z,checker,2020-08-13T17:51:23Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2020,SMC,NA,NA
15877,000NONPJ,2020-06-23T07:00:00Z,1,Grab,0E29004-01,0E29004-01,W0F1397,2020-06-23T17:27:00Z,1,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,183.0,=,0.56,5,None,-88,WKL,"""None"" 01/Jan/1950 00:00",{B4122870-5ED9-4D3E-A8E4-DA5C8CC8821A},checker,2020-08-13T17:51:23Z,checker,2020-08-13T17:51:23Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2020,SMC,NA,NA
15878,SMC00660,2020-06-17T07:00:00Z,1,Grab,SMC00660,0F18011-01,W0F1397,2020-06-23T20:00:00Z,1,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,210.0,=,0.56,5,None,-88,WKL,"""None"" 01/Jan/1950 00:00",{5C1D1674-A85F-466E-B10D-684DBC413A71},checker,2020-08-13T17:51:23Z,checker,2020-08-13T17:51:23Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2020,SMC,NA,NA
15879,408M03143,2020-06-17T07:00:00Z,1,Grab,408M03143,0F18011-02,W0F1397,2020-06-23T20:08:00Z,1,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,360.0,=,0.56,5,None,-88,WKL,"""None"" 01/Jan/1950 00:00",{5361E0B0-3A1D-4EA2-81C9-FE8D9180A7ED},checker,2020-08-13T17:51:23Z,checker,2020-08-13T17:51:23Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2020,SMC,NA,NA
15880,408M03155,2020-06-17T07:00:00Z,1,Grab,408M03155,0F18011-03,W0F1397,2020-06-23T20:17:00Z,1,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,160.0,=,0.56,5,None,-88,WKL,"""None"" 01/Jan/1950 00:00",{9CBC6145-1C58-420E-A51B-5B215C9491AE},checker,2020-08-13T17:51:23Z,checker,2020-08-13T17:51:23Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2020,SMC,NA,NA
15881,000NONPJ,2020-06-23T07:00:00Z,1,Grab,0E29004-01,W0F1397-DU1,W0F1397,2020-06-23T17:27:00Z,2,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,183.0,=,0.56,5,None,-88,WKL,"RPD 0.4, ""None"" 01/Jan/1950 00:00",{F5725F30-8E4D-418F-96CF-1CA74FC294EA},checker,2020-08-13T17:51:23Z,checker,2020-08-13T17:51:23Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2020,SMC,NA,NA
15882,LABQA,2020-06-23T07:00:00Z,1,LCS,W0F1397-BS1,W0F1397-BS1,W0F1397,2020-06-23T17:01:00Z,1,labwater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,251.0,=,0.56,5,None,250,WKL,"PR 100, ""None"" 01/Jan/1950 00:00",{7FF52F9A-4EE1-48B2-BC03-D3599765088C},checker,2020-08-13T17:51:23Z,checker,2020-08-13T17:51:23Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2020,SMC,NA,NA
16087,LABQA,2020-06-25T07:00:00Z,1,LabBlank,W0F1540-BLK1,W0F1540-BL1,W0F1540,2020-06-25T17:36:00Z,1,labwater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,-88.0,ND,0.56,5,None,-88,WKL,"""None"" 01/Jan/1950 00:00",{484218C7-0E5B-4DFE-A18B-BE5E377075CE},checker,2020-08-13T17:51:23Z,checker,2020-08-13T17:51:23Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2020,SMC,NA,NA
16088,SMC00271,2020-06-18T07:00:00Z,1,Grab,SMC00271,0F19045-01,W0F1540,2020-06-25T18:32:00Z,1,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,220.0,=,0.56,5,None,-88,WKL,"""None"" 01/Jan/1950 00:00",{2C44DAF9-90FE-4D56-9441-EABEDC362D25},checker,2020-08-13T17:51:23Z,checker,2020-08-13T17:51:23Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2020,SMC,NA,NA
16089,402M00130,2020-06-18T07:00:00Z,1,Grab,402M00130,0F19045-02,W0F1540,2020-06-25T18:49:00Z,1,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,240.0,=,0.56,5,None,-88,WKL,"""None"" 01/Jan/1950 00:00",{7745EB84-A0B8-4281-8340-DF7AB05449DC},checker,2020-08-13T17:51:23Z,checker,2020-08-13T17:51:23Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2020,SMC,NA,NA
16090,SMC00271,2020-06-18T07:00:00Z,1,Grab,SMC00271,W0F1540-DU1,W0F1540,2020-06-25T18:40:00Z,2,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,224.0,=,0.56,5,None,-88,WKL,"RPD 0.3, ""None"" 01/Jan/1950 00:00",{9823D529-2153-4F75-9469-33719E609515},checker,2020-08-13T17:51:23Z,checker,2020-08-13T17:51:23Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2020,SMC,NA,NA
16091,LABQA,2020-06-25T07:00:00Z,1,LCS,W0F1540-BS1,W0F1540-BS1,W0F1540,2020-06-25T17:46:00Z,1,labwater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,251.0,=,0.56,5,None,250,WKL,"PR 100, ""None"" 01/Jan/1950 00:00",{A4809944-391B-457C-9BA5-F50CF83EE891},checker,2020-08-13T17:51:23Z,checker,2020-08-13T17:51:23Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2020,SMC,NA,NA
16661,LABQA,2020-07-01T07:00:00Z,1,LabBlank,W0G0013-BLK1,W0G0013-BL1,W0G0013,2020-07-01T17:31:00Z,1,labwater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,-88.0,ND,0.56,5,None,-88,WKL,"""None"" 01/Jan/1950 00:00",{4885B007-783E-4A42-B94B-05F058602E4F},checker,2020-08-13T17:51:23Z,checker,2020-08-13T17:51:23Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2020,SMC,NA,NA
16662,000NONPJ,2020-07-01T07:00:00Z,1,Grab,0F26062-01,0F26062-01,W0G0013,2020-07-01T18:03:00Z,1,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,315.0,=,0.56,5,None,-88,WKL,"""None"" 01/Jan/1950 00:00",{228E9721-8328-4DBB-9F98-4986AA354EF1},checker,2020-08-13T17:51:23Z,checker,2020-08-13T17:51:23Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2020,SMC,NA,NA
16663,SMC00836,2020-06-25T07:00:00Z,1,Grab,SMC00836,0F26055-01,W0G0013,2020-07-01T19:13:00Z,1,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,250.0,=,0.56,5,None,-88,WKL,"""None"" 01/Jan/1950 00:00",{BAFDF733-3CB1-44B4-BC79-A555D8D2A3FA},checker,2020-08-13T17:51:23Z,checker,2020-08-13T17:51:23Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2020,SMC,NA,NA
16664,408M03175,2020-06-25T07:00:00Z,1,Grab,408M03175,0F26055-03,W0G0013,2020-07-01T19:45:00Z,1,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,250.0,=,0.56,5,None,-88,WKL,"""None"" 01/Jan/1950 00:00",{613B1CE3-62C9-4F02-A2E7-880C1DD5FCD6},checker,2020-08-13T17:51:23Z,checker,2020-08-13T17:51:23Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2020,SMC,NA,NA
16665,ME-CC,2020-06-25T07:00:00Z,1,Grab,ME-CC,0F26055-04,W0G0013,2020-07-01T19:54:00Z,1,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,250.0,=,0.56,5,None,-88,WKL,"""None"" 01/Jan/1950 00:00",{D2F4090E-A67D-41A3-B667-F7CF399BC99A},checker,2020-08-13T17:51:23Z,checker,2020-08-13T17:51:23Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2020,SMC,NA,NA
16666,000NONPJ,2020-07-01T07:00:00Z,1,Grab,0F26062-01,W0G0013-DU1,W0G0013,2020-07-01T18:03:00Z,2,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,317.0,=,0.56,5,None,-88,WKL,"RPD 0.7, ""None"" 01/Jan/1950 00:00",{D6E57D39-AE1D-4A11-84C1-1C209619F569},checker,2020-08-13T17:51:23Z,checker,2020-08-13T17:51:23Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2020,SMC,NA,NA
16667,LABQA,2020-07-01T07:00:00Z,1,LCS,W0G0013-BS1,W0G0013-BS1,W0G0013,2020-07-01T17:39:00Z,1,labwater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,252.0,=,0.56,5,None,250,WKL,"PR 101, ""None"" 01/Jan/1950 00:00",{0DFE76B3-7C38-4772-9E4F-41D7E90B71C0},checker,2020-08-13T17:51:23Z,checker,2020-08-13T17:51:23Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2020,SMC,NA,NA
17029,LABQA,2020-07-09T07:00:00Z,1,LabBlank,W0G0403-BLK1,W0G0403-BL1,W0G0403,2020-07-09T17:28:00Z,1,labwater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,-88.0,ND,0.56,5,None,-88,WKL,"""None"" 01/Jan/1950 00:00",{62EB1D75-42F2-4B0F-9B0B-528CCAB98CD3},checker,2020-08-13T17:51:23Z,checker,2020-08-13T17:51:23Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2020,SMC,NA,NA
17030,000NONPJ,2020-07-09T07:00:00Z,1,Grab,0F29014-01,0F29014-01,W0G0403,2020-07-09T18:01:00Z,1,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,140.0,=,0.56,5,None,-88,WKL,"""None"" 01/Jan/1950 00:00",{4FD3CDF8-ACA3-40B1-9BBB-88F3F56D3057},checker,2020-08-13T17:51:23Z,checker,2020-08-13T17:51:23Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2020,SMC,NA,NA
17031,403M01625,2020-06-30T07:00:00Z,1,Grab,403M01625,0G01036-02,W0G0403,2020-07-09T18:29:00Z,1,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,180.0,=,0.56,5,None,-88,WKL,"""None"" 01/Jan/1950 00:00",{584DCB99-3FF6-485A-81F9-E6CBB3729E03},checker,2020-08-13T17:51:23Z,checker,2020-08-13T17:51:23Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2020,SMC,NA,NA
17032,ME-VR2,2020-07-01T07:00:00Z,1,Grab,ME-VR2,0G01036-03,W0G0403,2020-07-09T18:37:00Z,1,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,230.0,=,0.56,5,None,-88,WKL,"""None"" 01/Jan/1950 00:00",{456CFAF1-0F7B-43EA-B62B-DE2B980E82EF},checker,2020-08-13T17:51:23Z,checker,2020-08-13T17:51:23Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2020,SMC,NA,NA
17033,000NONPJ,2020-07-09T07:00:00Z,1,Grab,0F29014-01,W0G0403-DU1,W0G0403,2020-07-09T18:01:00Z,2,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,136.0,=,0.56,5,None,-88,WKL,"RPD 2, ""None"" 01/Jan/1950 00:00",{5B4E8999-4431-4345-AAD9-11DD4CAEDF90},checker,2020-08-13T17:51:23Z,checker,2020-08-13T17:51:23Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2020,SMC,NA,NA
17034,ME-VR2,2020-07-01T07:00:00Z,2,Grab,MD-2,0G01036-01,W0G0403,2020-07-09T18:22:00Z,1,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,240.0,=,0.56,5,None,-88,WKL,"""None"" 01/Jan/1950 00:00",{1BDA822A-5525-448B-90F1-B6E7FF38D65A},checker,2020-08-13T17:51:23Z,checker,2020-08-13T17:51:23Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2020,SMC,NA,NA
17035,LABQA,2020-07-09T07:00:00Z,1,LCS,W0G0403-BS1,W0G0403-BS1,W0G0403,2020-07-09T17:38:00Z,1,labwater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,250.0,=,0.56,5,None,250,WKL,"PR 100, ""None"" 01/Jan/1950 00:00",{855FF3C9-8FE7-4EB9-801E-960CCC769CE6},checker,2020-08-13T17:51:23Z,checker,2020-08-13T17:51:23Z,kelly.hahs@ventura.org,VCWPD,VCWPD,2020,SMC,NA,NA
19,909M24951,2019-05-01T07:00:00Z,1,Grab,909M24951,9E02060-01,WKL_W9E0380_W_ALK,2019-05-08T21:17:00Z,1,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,240.0,=,0.56,5,None,-88,WKL,,{8C193159-C9EE-4D18-BE2B-816C289A614A},checker,2019-09-17T23:24:40Z,checker,2019-09-17T23:24:40Z,john.rudolph@woodplc.com,AMEC,San_Diego_Bay_WMA,2019,SMC,NA,1568762680
32,909M24953,2019-05-01T07:00:00Z,1,Grab,909M24953,9E02060-02,WKL_W9E0380_W_ALK,2019-05-08T21:17:00Z,1,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,300.0,=,0.56,5,None,-88,WKL,,{312E993C-5632-4572-9ECD-FF1C5444441A},checker,2019-09-17T23:24:40Z,checker,2019-09-17T23:24:40Z,john.rudolph@woodplc.com,AMEC,San_Diego_Bay_WMA,2019,SMC,NA,1568762680
73,000NONPJ,2019-05-07T07:00:00Z,1,Grab,9D25007-01,W9E0380-DUP1,WKL_W9E0380_W_ALK,2019-05-08T21:17:00Z,1,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,162.0,=,0.56,5,QAX,161,WKL,RPD 0.4,{B9665F43-7520-40A7-8EDF-6CE4038CD35C},checker,2019-09-17T23:24:40Z,checker,2019-09-17T23:24:40Z,john.rudolph@woodplc.com,AMEC,San_Diego_Bay_WMA,2019,SMC,NA,1568762680
100,LABQA,2019-05-07T07:00:00Z,1,LabBlank,W9E0380-BLK1,W9E0380-BLK1,WKL_W9E0380_W_ALK,2019-05-08T21:17:00Z,1,labwater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,-0.56,ND,0.56,5,None,-88,WKL,,{94A16279-9A4E-4CAC-A25B-F45A84B01E65},checker,2019-09-17T23:24:40Z,checker,2019-09-17T23:24:40Z,john.rudolph@woodplc.com,AMEC,San_Diego_Bay_WMA,2019,SMC,NA,1568762680
101,LABQA,2019-05-07T07:00:00Z,1,LCS,W9E0380-BS1,W9E0380-BS1,WKL_W9E0380_W_ALK,2019-05-08T21:17:00Z,1,labwater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,251.0,=,0.56,5,None,250,WKL,PR 100,{DE8226FA-C13B-402B-9422-AC5AAEA98A42},checker,2019-09-17T23:24:40Z,checker,2019-09-17T23:24:40Z,john.rudolph@woodplc.com,AMEC,San_Diego_Bay_WMA,2019,SMC,NA,1568762680
108,908M24952,2019-05-28T07:00:00Z,1,Grab,909M24952,9E29041-01,WKL_W9E1534_W_ALK,2019-05-30T20:30:00Z,1,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,140.0,=,0.56,5,None,-88,WKL,,{9ED3D991-DE85-4153-8FC4-85114E4C4B8D},checker,2019-09-17T23:24:40Z,checker,2019-09-17T23:24:40Z,john.rudolph@woodplc.com,AMEC,San_Diego_Bay_WMA,2019,SMC,NA,1568762680
143,000NONPJ,2019-05-29T07:00:00Z,1,Grab,9E20011-05,W9E1534-DUP1,WKL_W9E1534_W_ALK,2019-05-30T20:30:00Z,1,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,139.0,=,0.56,5,QAX,139,WKL,RPD 0.04,{F153CAF3-09BE-4573-ADC5-65D4857290D5},checker,2019-09-17T23:24:40Z,checker,2019-09-17T23:24:40Z,john.rudolph@woodplc.com,AMEC,San_Diego_Bay_WMA,2019,SMC,NA,1568762680
176,LABQA,2019-05-29T07:00:00Z,1,LabBlank,W9E1534-BLK1,W9E1534-BLK1,WKL_W9E1534_W_ALK,2019-05-30T20:30:00Z,1,labwater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,-0.56,ND,0.56,5,None,-88,WKL,,{8B9C4DB3-F1BE-4058-81DC-C8D6EFB0A532},checker,2019-09-17T23:24:40Z,checker,2019-09-17T23:24:40Z,john.rudolph@woodplc.com,AMEC,San_Diego_Bay_WMA,2019,SMC,NA,1568762680
177,LABQA,2019-05-29T07:00:00Z,1,LCS,W9E1534-BS1,W9E1534-BS1,WKL_W9E1534_W_ALK,2019-05-30T20:30:00Z,1,labwater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,242.0,=,0.56,5,None,250,WKL,PR 97,{2FEB3FFA-B8C0-4564-9F2B-8F8C5E329FE8},checker,2019-09-17T23:24:40Z,checker,2019-09-17T23:24:40Z,john.rudolph@woodplc.com,AMEC,San_Diego_Bay_WMA,2019,SMC,NA,1568762680
192,909WE0662,2019-06-10T07:00:00Z,1,Grab,909WE0662,9F11032-01,WKL_W9F0777_W_ALK,2019-06-14T22:35:00Z,1,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,90.0,=,0.56,5,None,-88,WKL,,{DF643B27-478A-4D45-8B2D-98445F7DB2EC},checker,2019-09-17T23:24:40Z,checker,2019-09-17T23:24:40Z,john.rudolph@woodplc.com,AMEC,San_Diego_Bay_WMA,2019,SMC,NA,1568762680
258,LABQA,2019-06-14T07:00:00Z,1,LabBlank,W9F0777-BLK1,W9F0777-BLK1,WKL_W9F0777_W_ALK,2019-06-14T22:35:00Z,1,labwater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,-0.56,ND,0.56,5,None,-88,WKL,,{BDE2783A-CAE0-4758-9614-C0C3A9CCD1FC},checker,2019-09-17T23:24:40Z,checker,2019-09-17T23:24:40Z,john.rudolph@woodplc.com,AMEC,San_Diego_Bay_WMA,2019,SMC,NA,1568762680
259,LABQA,2019-06-14T07:00:00Z,1,LCS,W9F0777-BS1,W9F0777-BS1,WKL_W9F0777_W_ALK,2019-06-14T22:35:00Z,1,labwater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,241.0,=,0.56,5,None,250,WKL,PR 96,{6F6246CD-744F-4E9E-B1B9-EF87EEC111AC},checker,2019-09-17T23:24:40Z,checker,2019-09-17T23:24:40Z,john.rudolph@woodplc.com,AMEC,San_Diego_Bay_WMA,2019,SMC,NA,1568762680
